StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,RP1a,RP1a_9_TEXT,RP1b_1,RP1b_2,RP1b_3,RP1b_4,RP1b_5,RP1b_6,RP1b_7,RP1b_8,RP1c,RP1d,RP1e,Q2a,Q2a_7_TEXT,Q2b,Q2c_1,Q2c_2,Q2c_3,Q2c_4,Q2c_5,Q2c_6,Q2d,Q2e,Q3a,Q3b,Q3c,Q3c_11_TEXT,Q3d,Q3d_11_TEXT,Q3e,Q3e_9_TEXT,Q4a,Q4b,Q4c,Q4d,Q4e,Q5a,Q5b,Q5c,Q5d,Q5e
2025-04-15 11:27:42,2025-04-15 11:30:23,IP Address,66.31.254.177,100,160,True,2025-04-15 11:30:23,R_3JLPO4RP9wzLl98,,,,,42.3162,-71.1198,anonymous,EN,Male,Yes,24,At least once a week,Less than 10 minutes away,Slightly Agree,Strongly Agree,Slightly Agree,Strongly Agree,"Pool table,Card games,Karaoke available,Darts,Friendly staff,Easy to socialize with other customers,Easy to network with other professionals",,2,1,3,4,5,6,7,8,"Not having someone to go with,Difficult to talk to others in the taproom,Poor customer service","Being introduced by someone else,Joining a game,Friendliness of staff","Friendliness of staff,Games available,Variety of food options,Happy hour specials",To relax and unwind,,Not important – I prefer a unique experience each time,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,"Yes, I value community-focused experiences",,"Yes, I haven’t attended yet but I’m interested.",,"Variety of performers,High quality of drinks,Special promotions or discounts during the event,Convenience of location,Convenience of timing",,,,,,Extremely Important,Everytime,Very Likely,"Warm-prepared Snacks (e.g., popcorn, soft pretzels)",Yes,No,Not at all,Not interested,,
2025-04-15 11:30:36,2025-04-15 11:35:03,IP Address,66.31.254.177,100,266,True,2025-04-15 11:35:03,R_7t9DZuYYns0rfUw,,,,,42.3162,-71.1198,anonymous,EN,Female,Yes,23,At least once a month,Between 10 and 30 minutes,Strongly Agree,Slightly Agree,Strongly Agree,Strongly Agree,"Friendly staff,Easy to socialize with other customers",,3,1,2,4,5,6,7,8,Not having someone to go with,"Being introduced by someone else,Good music playing,Joining a game,Playing competitive trivia,Friendliness of staff,Group activities to do with others present","Friendliness of staff,Games available,Easy to socialize with others,Variety of food options,Outdoor seating,Happy hour specials,Large TV screens for sports games",To socialize with friends/family,,Somewhat important – I like a balance of new and familiar elements,Extremely likely,Extremely likely,Extremely likely,Extremely likely,Extremely likely,Extremely likely,"Yes, I value community-focused experiences",Good deals,Yes; I have attended before,Neutral,,,,,,,Extremely Important,Sometimes,Very Likely,"Warm-prepared Snacks (e.g., popcorn, soft pretzels),Sweets (e.g., candies, cookies, chocolate)",Maybe,No,A lot,Very interested,,"comparative pricing "
2025-04-15 13:07:51,2025-04-15 13:16:05,IP Address,155.33.134.21,100,493,True,2025-04-15 13:16:06,R_1A93J3SZmtUtARP,,,,,42.3253,-71.0951,anonymous,EN,Male,Yes,26,At least once a year,Between 10 and 30 minutes,Neither agree nor disagree,Slightly Disagree,Slightly Agree,Strongly Agree,"Pool table,Karaoke available,Darts,Friendly staff",,7,4,5,2,6,1,3,8,"Not having someone to go with,Poor customer service,No music","Being introduced by someone else,Joining a game,Playing competitive trivia","Games available,Easy to socialize with others,Live music,Happy hour specials","To attend special events (e.g., festivals, themed nights)",,Important – I prefer a familiar experience,Somewhat likely,Neither likely nor unlikely,Neither likely nor unlikely,Somewhat likely,Neither likely nor unlikely,Extremely likely,"Maybe, if the event aligns with my interests",consistant theme,"Yes, I haven’t attended yet but I’m interested.",,"Atmosphere and venue ambiance,Convenience of location",,,,,,Extremely Important,Most of the time,Very Likely,"Pre-packaged Snacks (e.g., chips, nuts),Warm-prepared Snacks (e.g., popcorn, soft pretzels)",Maybe,No,A moderate amount,Moderately interested,,best bang for buck and most popular drink of the week
2025-04-15 16:31:26,2025-04-15 16:34:30,IP Address,155.33.132.38,100,183,True,2025-04-15 16:34:30,R_5oMBCd0PjzWzHAB,,,,,42.3253,-71.0951,anonymous,EN,Male,Yes,25,At least once a year,Between 10 and 30 minutes,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,"Pool table,Card games,Karaoke available",,1,2,3,4,5,6,7,8,Poor customer service,Joining a game,Easy to socialize with others,To socialize with friends/family,,Important – I prefer a familiar experience,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Somewhat likely,Somewhat likely,Somewhat likely,"Yes, I value community-focused experiences",,Yes; I have attended before,Neutral,,,,,,,Not at all important,Never,Unlikely,"Warm-prepared Snacks (e.g., popcorn, soft pretzels),Sweets (e.g., candies, cookies, chocolate),Cold Bites (e.g., cheese, cured meats)",Yes,Yes,A little,Slightly interested,Neutral,
2025-04-15 16:39:48,2025-04-15 16:51:51,IP Address,73.89.228.139,100,723,True,2025-04-15 16:51:52,R_3w7ROxAwQEpCL1T,,,,,42.2904,-71.0712,anonymous,EN,Female,Yes,25,At least once a month,Between 10 and 30 minutes,Slightly Agree,Slightly Disagree,Strongly Disagree,Strongly Agree,"Card games,Karaoke available,Friendly staff,Loyalty program (e.g., personalized rewards, discounts, etc.)",,7,8,5,3,4,1,2,6,No rewards program,"Being introduced by someone else,Good music playing,Group activities to do with others present",Games available,To relax and unwind,,Somewhat important – I like a balance of new and familiar elements,Neither likely nor unlikely,Somewhat likely,Somewhat likely,Extremely likely,Somewhat likely,Extremely likely,"Maybe, if the event aligns with my interests",,Yes; I have attended before,Good,"Atmosphere and venue ambiance,Quality of live music performances,High quality of drinks,High quality of food",,,,,,Moderately Important,Sometimes,Likely,,Maybe,Yes,A moderate amount,Moderately interested,Somewhat satisfied,
2025-04-15 17:00:23,2025-04-15 17:06:30,IP Address,24.60.126.64,100,367,True,2025-04-15 17:06:31,R_5Yg4QV4PJAEzF0p,,,,,42.2904,-71.0712,anonymous,EN,Male,Yes,30,At least once a year,Between 10 and 30 minutes,Neither agree nor disagree,Neither agree nor disagree,Slightly Agree,Neither agree nor disagree,"Pool table,Card games,Darts,Friendly staff",,3,1,4,5,6,2,7,8,Not having someone to go with,Joining a game,"Friendliness of staff,Games available,Variety of food options",To relax and unwind,,Somewhat important – I like a balance of new and familiar elements,Somewhat likely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Somewhat likely,"Maybe, if the event aligns with my interests",,"Yes, I haven’t attended yet but I’m interested.",,"Atmosphere and venue ambiance,Quality of live music performances",,,,,,Extremely Important,Most of the time,Neutral,"Warm-prepared Snacks (e.g., popcorn, soft pretzels)",Yes,No,A moderate amount,Moderately interested,,
2025-04-15 17:46:03,2025-04-15 17:48:40,IP Address,155.33.133.7,100,157,True,2025-04-15 17:48:41,R_3y1vbdLzO2FrGq9,,,,,42.3253,-71.0951,anonymous,EN,Male,Yes,25,At least once a year,Between 10 and 30 minutes,Slightly Disagree,Neither agree nor disagree,Strongly Agree,Slightly Agree,"Card games,Darts,Friendly staff,Easy to socialize with other customers",,,,,,,,,,Difficult to talk to others in the taproom,Good music playing,Games available,To meet new people,,Important – I prefer a familiar experience,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,"Maybe, if the event aligns with my interests",,Yes; I have attended before,Neutral,,,,,,,Very Important,Sometimes,Neutral,"Warm-prepared Snacks (e.g., popcorn, soft pretzels)",Yes,Yes,A moderate amount,Moderately interested,Somewhat dissatisfied,
2025-04-15 19:29:23,2025-04-15 19:35:27,IP Address,75.68.141.37,100,363,True,2025-04-15 19:35:27,R_5SCOZCOA6EVoMXT,,,,,42.364,-71.0265,anonymous,EN,Female,Yes,28,At least once a month,Less than 10 minutes away,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,"Pool table,Card games,Karaoke available,Darts,Friendly staff,Easy to socialize with other customers,Loyalty program (e.g., personalized rewards, discounts, etc.),Easy to network with other professionals",,3,1,2,6,5,4,7,8,"Poor customer service,No music,No food","Being introduced by someone else,Good music playing,Joining a game,Playing competitive trivia,Friendliness of staff,Group activities to do with others present","Friendliness of staff,Games available,Easy to socialize with others,Variety of food options,Outdoor seating,Live music,Happy hour specials",To try new and unique craft beers,,Somewhat important – I like a balance of new and familiar elements,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,"Maybe, if the event aligns with my interests",Cheap Prices and Good Crowd,Yes; I have attended before,Excellent,"Atmosphere and venue ambiance,Quality of live music performances,Variety of performers,High quality of drinks,High quality of food,Social experience and opportunity to meet new people,Special promotions or discounts during the event,Convenience of location,Convenience of timing,Being a fan of the band or specific artists performing",,,,,,Extremely Important,Everytime,Likely,"Pre-packaged Snacks (e.g., chips, nuts)",Yes,No,A lot,Very interested,,
2025-04-15 20:11:32,2025-04-15 20:47:44,IP Address,172.56.198.136,100,2172,True,2025-04-15 20:47:44,R_3KcEUBVvqZxoqAx,,,,,42.428,-71.0618,anonymous,EN,Female,Yes,36,At least once a year,More than 30 minutes away,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,"Pool table,Karaoke available,Friendly staff",,1,2,3,4,5,6,7,8,No music,Playing competitive trivia,Happy hour specials,To socialize with friends/family,,Somewhat important – I like a balance of new and familiar elements,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,"Maybe, if the event aligns with my interests",,"Yes, I haven’t attended yet but I’m interested.",,Social experience and opportunity to meet new people,,,,,,Slightly important,Most of the time,,"Warm-prepared Snacks (e.g., popcorn, soft pretzels)",Maybe,Yes,A little,Slightly interested,Somewhat dissatisfied,
2025-04-16 13:58:15,2025-04-16 13:59:34,IP Address,73.4.230.61,100,78,True,2025-04-16 13:59:35,R_3CywSwBdaQRUBYw,,,,,42.3797,-71.1034,anonymous,EN,Male,Yes,27,At least once a year,Between 10 and 30 minutes,Neither agree nor disagree,Slightly Disagree,Strongly Agree,Neither agree nor disagree,Darts,,,,,,,,,,Difficult to talk to others in the taproom,Good music playing,Outdoor seating,"To attend special events (e.g., festivals, themed nights)",,Important – I prefer a familiar experience,Extremely unlikely,Somewhat unlikely,,Neither likely nor unlikely,Somewhat unlikely,Somewhat likely,"Yes, I value community-focused experiences",,Yes; I have attended before,Neutral,,,,,,,Moderately Important,Most of the time,Neutral,"Warm-prepared Snacks (e.g., popcorn, soft pretzels)",Yes,Yes,A little,Not interested,Neutral,
2025-04-12 14:49:18,2025-04-16 14:41:13,IP Address,104.28.39.38,100,345114,True,2025-04-16 14:41:14,R_1KrucHU8AOFjj3H,,,,,42.3574,-71.0618,anonymous,EN,Female,Yes,24,At least once a year,Between 10 and 30 minutes,Neither agree nor disagree,Slightly Agree,Neither agree nor disagree,Slightly Agree,"Pool table,Friendly staff,Easy to socialize with other customers",,,,,,,,,,"Poor customer service,No music,No food","Being introduced by someone else,Good music playing,Joining a game","Games available,Outdoor seating,Live music",To socialize with friends/family,,Somewhat important – I like a balance of new and familiar elements,Somewhat likely,Neither likely nor unlikely,Somewhat likely,Extremely unlikely,Somewhat unlikely,Neither likely nor unlikely,"Maybe, if the event aligns with my interests",Affordable prices,"Yes, I haven’t attended yet but I’m interested.",,"Quality of live music performances,Convenience of location",,,,,,Moderately Important,Most of the time,Likely,"Pre-packaged Snacks (e.g., chips, nuts),Warm-prepared Snacks (e.g., popcorn, soft pretzels)",Yes,No,Not at all,Not interested,,Pricing
2025-04-16 15:12:27,2025-04-16 15:13:09,IP Address,57.138.26.246,100,41,True,2025-04-16 15:13:10,R_3gUTcpUrMO0N3Be,,,,,35.3362,-94.1733,anonymous,EN,Male,Yes,28,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-16 15:07:38,2025-04-16 15:21:59,IP Address,71.235.150.18,100,860,True,2025-04-16 15:21:59,R_58UNGR5n9ZSWS0n,,,,,42.3364,-71.0326,anonymous,EN,Male,Yes,24,At least once a year,Less than 10 minutes away,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Friendly staff,,2,1,3,4,5,6,7,8,"Poor customer service,No music,No food","Joining a game,Group activities to do with others present","Friendliness of staff,Games available,Easy to socialize with others,Variety of food options,Live music,Happy hour specials,Large TV screens for sports games",To socialize with friends/family,,Somewhat important – I like a balance of new and familiar elements,Neither likely nor unlikely,Somewhat likely,Somewhat likely,Extremely likely,Extremely likely,Extremely likely,"Maybe, if the event aligns with my interests",Good drinks,"Yes, I haven’t attended yet but I’m interested.",,"Atmosphere and venue ambiance,Quality of live music performances,High quality of drinks,High quality of food,Convenience of location",,,,,,Extremely Important,Most of the time,Very Likely,"Pre-packaged Snacks (e.g., chips, nuts)",Yes,No,A little,Very interested,,
2025-04-16 15:33:12,2025-04-16 15:33:28,IP Address,76.118.231.127,100,15,True,2025-04-16 15:33:28,R_1CvYPJiGKyONgyx,,,,,42.2904,-71.0712,anonymous,EN,Male,Yes,22,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-16 15:55:30,2025-04-16 16:00:50,IP Address,128.197.28.178,100,319,True,2025-04-16 16:00:51,R_7PA5cQXvw1WpX5A,,,,,42.3464,-71.0975,anonymous,EN,Female,Yes,23,At least once a year,Between 10 and 30 minutes,Neither agree nor disagree,Slightly Disagree,Strongly Disagree,Slightly Agree,"Karaoke available,Friendly staff,Easy to socialize with other customers",,8,1,2,4,3,5,6,7,"Not having someone to go with,Poor customer service,No music,No food","Good music playing,Friendliness of staff","Friendliness of staff,Variety of food options,Live music,Happy hour specials",To socialize with friends/family,,Somewhat important – I like a balance of new and familiar elements,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Neither likely nor unlikely,Neither likely nor unlikely,"Maybe, if the event aligns with my interests",,"No, I’m not interested.",,,,,,"Lack of interest,The cover charge is too expensive,Limited transportation,Inconvenient location,Poor past experiences with similar events",,Very Important,Most of the time,Neutral,"Pre-packaged Snacks (e.g., chips, nuts)",Maybe,No,A lot,Very interested,,
2025-04-16 18:39:48,2025-04-16 18:41:30,IP Address,155.33.132.22,100,101,True,2025-04-16 18:41:31,R_7HnLIi8vY2ECEvu,,,,,42.3253,-71.0951,anonymous,EN,Male,Yes,25,At least once a year,Less than 10 minutes away,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Easy to network with other professionals,,1,2,3,4,5,6,7,8,No music,Group activities to do with others present,Live music,To enjoy a familiar and consistent experience,,Not important – I prefer a unique experience each time,Extremely unlikely,Extremely unlikely,Extremely unlikely,Extremely unlikely,Extremely unlikely,Extremely unlikely,"No, I attend for other reasons",nothing,"No, I’m not interested.",,,,,,"Poor past experiences with similar events,Other (please specify)",,Not at all important,Never,Very Unlikely,"Cold Bites (e.g., cheese, cured meats)",No,No,A little,Not interested,,nothing
2025-04-16 20:51:54,2025-04-16 20:54:43,IP Address,98.213.198.50,100,168,True,2025-04-16 20:54:43,R_3IFNOZJQimljXGM,,,,,42.2968,-89.0878,anonymous,EN,Male,Yes,55 to 65,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-16 20:58:20,2025-04-16 21:08:35,IP Address,71.233.91.197,100,614,True,2025-04-16 21:08:36,R_5E5K6IST3VqCVwV,,,,,42.3725,-71.1814,anonymous,EN,Female,Yes,28,At least once a year,More than 30 minutes away,Slightly Agree,Strongly Agree,Slightly Agree,Strongly Agree,"Card games,Friendly staff,Easy to socialize with other customers,Loyalty program (e.g., personalized rewards, discounts, etc.),Easy to network with other professionals",,1,2,3,5,6,4,7,8,"Not having someone to go with,Poor customer service,No food","Being introduced by someone else,Joining a game,Friendliness of staff,Group activities to do with others present","Friendliness of staff,Games available,Easy to socialize with others,Variety of food options",To try new and unique craft beers,,Somewhat important – I like a balance of new and familiar elements,Extremely likely,Somewhat likely,Somewhat likely,Extremely likely,Extremely likely,Extremely likely,"Yes, I value community-focused experiences","drinks, friendly staff, social activities","Yes, I haven’t attended yet but I’m interested.",,"Quality of live music performances,High quality of drinks,High quality of food,Social experience and opportunity to meet new people,Special promotions or discounts during the event",,,,,,Extremely Important,Most of the time,Very Likely,"Pre-packaged Snacks (e.g., chips, nuts),Cold Bites (e.g., cheese, cured meats)",Yes,No,A lot,Very interested,,drink recommandation with detailed taste
2025-04-16 21:55:17,2025-04-16 22:08:07,IP Address,24.179.152.26,100,769,True,2025-04-16 22:08:08,R_3gtjbZmhD3MXfMm,,,,,44.6497,-93.2427,anonymous,EN,Male,Yes,25,At least once a month,Less than 10 minutes away,Slightly Agree,Slightly Agree,Neither agree nor disagree,Slightly Agree,"Pool table,Karaoke available,Darts,Easy to socialize with other customers",,3,1,2,4,7,5,6,8,"Not having someone to go with,Difficult to talk to others in the taproom,No food","Being introduced by someone else,Friendliness of staff,Group activities to do with others present","Friendliness of staff,Games available,Easy to socialize with others,Variety of food options",To try new and unique craft beers,,Somewhat important – I like a balance of new and familiar elements,Somewhat unlikely,Neither likely nor unlikely,Somewhat likely,Somewhat unlikely,Somewhat unlikely,Somewhat likely,"Yes, I value community-focused experiences","good prices, good social activity, and community building activities","No, I’m not interested.",,,,,,Lack of interest,,Moderately Important,Most of the time,Likely,"Pre-packaged Snacks (e.g., chips, nuts),Sweets (e.g., candies, cookies, chocolate),Cold Bites (e.g., cheese, cured meats)",Yes,No,A moderate amount,Very interested,,"prices, description of drinks (example: This drink has a slight strawberry flavor on top of standard ingredients.)"
2025-04-17 01:09:40,2025-04-17 01:19:55,IP Address,76.118.26.241,100,614,True,2025-04-17 01:19:55,R_8YcmJ3klWXVdyKt,,,,,42.2904,-71.0712,anonymous,EN,Male,Yes,24,At least once a month,Between 10 and 30 minutes,Strongly Agree,Strongly Agree,Slightly Agree,Slightly Agree,"Card games,Friendly staff,Easy to socialize with other customers,Easy to network with other professionals",,4,2,1,5,7,3,6,8,Not having someone to go with,"Joining a game,Friendliness of staff,Group activities to do with others present","Friendliness of staff,Games available,Live music,Large TV screens for sports games",To try new and unique craft beers,,Somewhat important – I like a balance of new and familiar elements,Somewhat likely,Somewhat likely,Somewhat likely,Extremely likely,Somewhat likely,Somewhat likely,"Yes, I value community-focused experiences",Exclusive offers,Yes; I have attended before,Good,"Quality of live music performances,High quality of drinks,High quality of food,Convenience of location,Being a fan of the band or specific artists performing",,,,,,Slightly important,Rarely,Unlikely,"Sweets (e.g., candies, cookies, chocolate)",Maybe,No,A little,Moderately interested,,"  Providing recommendations "
2025-04-17 07:53:00,2025-04-17 08:06:37,IP Address,146.115.86.114,100,816,True,2025-04-17 08:06:37,R_5Kl4eIrDhh2sxBb,,,,,42.3427,-71.0922,anonymous,EN,Female,Yes,24,At least once a year,Less than 10 minutes away,Slightly Disagree,Strongly Disagree,Strongly Disagree,Slightly Agree,"Friendly staff,Other",Good cocktail and snacks,1,2,3,4,8,7,5,6,"Not having someone to go with,Poor customer service,No food","Being introduced by someone else,Friendliness of staff","Friendliness of staff,Variety of food options,Outdoor seating,Happy hour specials",To try new and unique craft beers,,Somewhat important – I like a balance of new and familiar elements,Somewhat likely,Neither likely nor unlikely,Neither likely nor unlikely,Somewhat likely,Extremely likely,Extremely likely,"Maybe, if the event aligns with my interests",foods and drinks,"Yes, I haven’t attended yet but I’m interested.",,"Atmosphere and venue ambiance,Quality of live music performances,High quality of drinks,High quality of food,Convenience of location,Convenience of timing,Being a fan of the band or specific artists performing",,,,,,Extremely Important,Everytime,Unlikely,"Pre-packaged Snacks (e.g., chips, nuts)",Yes,No,A little,Slightly interested,,none
2025-04-17 11:40:44,2025-04-17 11:44:50,IP Address,73.16.96.136,100,246,True,2025-04-17 11:44:50,R_7DNkGhsUJ2hlzTL,,,,,42.2904,-71.0712,anonymous,EN,Female,Yes,23,At least once a week,Less than 10 minutes away,Strongly Agree,Strongly Agree,Slightly Agree,Strongly Agree,"Pool table,Karaoke available,Easy to socialize with other customers,Loyalty program (e.g., personalized rewards, discounts, etc.)",,2,1,3,6,4,7,5,8,"Not having someone to go with,Poor customer service","Being introduced by someone else,Good music playing","Friendliness of staff,Easy to socialize with others,Live music,Happy hour specials,Large TV screens for sports games",To try new and unique craft beers,,Not important – I prefer a unique experience each time,Somewhat likely,Extremely likely,Neither likely nor unlikely,Extremely likely,Extremely likely,Extremely likely,"Yes, I value community-focused experiences",Variations of drinks,"Yes, I haven’t attended yet but I’m interested.",,"Atmosphere and venue ambiance,Quality of live music performances,High quality of drinks,High quality of food,Being a fan of the band or specific artists performing",,,,,,Extremely Important,Everytime,Very Likely,"Pre-packaged Snacks (e.g., chips, nuts),Warm-prepared Snacks (e.g., popcorn, soft pretzels)",Yes,No,A little,Extremely interested,,Personalised drinks
2025-04-12 18:22:43,2025-04-17 11:54:35,IP Address,71.233.171.245,100,408712,True,2025-04-17 11:54:35,R_7EsnzZ1cfChHb2d,,,,,42.2904,-71.0712,anonymous,EN,Male,Yes,28,At least once a month,Less than 10 minutes away,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,"Pool table,Karaoke available,Friendly staff,Easy to socialize with other customers,Loyalty program (e.g., personalized rewards, discounts, etc.),Easy to network with other professionals",,3,5,6,7,1,2,8,4,"Not having someone to go with,Difficult to talk to others in the taproom,Poor customer service,No rewards program,No music,No food","Good music playing,Joining a game,Playing competitive trivia,Group activities to do with others present","Friendliness of staff,Easy to socialize with others,Outdoor seating,Live music,Happy hour specials",To try new and unique craft beers,,Important – I prefer a familiar experience,Somewhat likely,Extremely likely,Somewhat likely,Neither likely nor unlikely,Somewhat likely,Somewhat likely,"Maybe, if the event aligns with my interests",provide special reward for returning customers,Yes; I have attended before,Good,"Atmosphere and venue ambiance,Variety of performers,High quality of drinks,High quality of food,Social experience and opportunity to meet new people",,,,,,Very Important,Most of the time,Likely,"Warm-prepared Snacks (e.g., popcorn, soft pretzels)",Yes,Yes,A little,Slightly interested,Somewhat satisfied,Personal assistant so that would remember our taste and choices for next time we visit and compare that to other customers choice and recommend new products to try on
2025-04-17 17:24:45,2025-04-17 17:25:17,IP Address,174.196.196.64,100,32,True,2025-04-17 17:25:17,R_3lZXVFnxIzjjISl,,,,,42.2904,-71.0712,anonymous,EN,Female,Yes,32,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-17 17:55:23,2025-04-17 18:35:57,IP Address,73.142.214.208,100,2433,True,2025-04-17 18:35:57,R_7wirMzW5se974ru,,,,,42.2796,-71.1282,anonymous,EN,Male,Yes,37,At least once a year,Between 10 and 30 minutes,Slightly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Karaoke available,,8,1,2,6,4,3,5,7,"Not having someone to go with,Difficult to talk to others in the taproom,No music,No food","Being introduced by someone else,Good music playing,Joining a game,Playing competitive trivia,Friendliness of staff,Group activities to do with others present","Friendliness of staff,Games available,Easy to socialize with others,Variety of food options,Live music,Happy hour specials,Large TV screens for sports games",To enjoy a familiar and consistent experience,,Somewhat important – I like a balance of new and familiar elements,Somewhat likely,Somewhat likely,Extremely likely,Somewhat likely,Extremely likely,Somewhat likely,"Maybe, if the event aligns with my interests","Cheap price, good food,some nice live music and friendly social environment.",Yes; I have attended before,Excellent,"Atmosphere and venue ambiance,Quality of live music performances,Social experience and opportunity to meet new people,Convenience of location",,,,,,Very Important,Most of the time,Likely,"Warm-prepared Snacks (e.g., popcorn, soft pretzels)",Yes,No,A lot,Slightly interested,,To know most facmous food and drinks of that place and customer reviews about them.
2025-04-17 18:50:14,2025-04-17 18:55:42,IP Address,71.235.145.180,100,328,True,2025-04-17 18:55:42,R_37D0ikDcnMYnXwt,,,,,42.3427,-71.0922,anonymous,EN,Male,Yes,28,At least once a month,Between 10 and 30 minutes,Slightly Disagree,Slightly Agree,Strongly Agree,Slightly Agree,"Darts,Friendly staff",,1,2,3,7,8,4,6,5,Difficult to talk to others in the taproom,"Good music playing,Joining a game,Friendliness of staff","Games available,Easy to socialize with others,Variety of food options,Live music",To socialize with friends/family,,Somewhat important – I like a balance of new and familiar elements,Somewhat unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Somewhat likely,Neither likely nor unlikely,Somewhat likely,"Maybe, if the event aligns with my interests",Send me drink offers,Yes; I have attended before,Good,"Atmosphere and venue ambiance,Quality of live music performances,High quality of drinks,High quality of food,Convenience of location",,,,,,Moderately Important,Rarely,Unlikely,"Pre-packaged Snacks (e.g., chips, nuts),Warm-prepared Snacks (e.g., popcorn, soft pretzels)",Maybe,No,A moderate amount,Moderately interested,,"Ease of answers "
2025-04-17 19:02:25,2025-04-17 19:39:27,IP Address,66.31.53.72,100,2222,True,2025-04-17 19:39:28,R_6h3irh0Of7JnOv2,,,,,42.415,-71.1061,anonymous,EN,Male,Yes,33,At least once a month,Less than 10 minutes away,Slightly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Friendly staff,,1,5,2,8,4,3,6,7,Poor customer service,"Good music playing,Playing competitive trivia","Easy to socialize with others,Variety of food options,Outdoor seating,Live music,Happy hour specials,Large TV screens for sports games",To try new and unique craft beers,,Somewhat important – I like a balance of new and familiar elements,Somewhat unlikely,Neither likely nor unlikely,Somewhat unlikely,Somewhat likely,Somewhat likely,Extremely likely,"No, I attend for other reasons",New beers on tap,Yes; I have attended before,Good,"High quality of drinks,Convenience of location,Convenience of timing",,,,,,Moderately Important,Sometimes,Unlikely,"Warm-prepared Snacks (e.g., popcorn, soft pretzels)",No,No,A little,Moderately interested,,"Beer recommendations "
2025-04-17 22:53:53,2025-04-17 22:54:06,IP Address,71.234.167.13,100,13,True,2025-04-17 22:54:06,R_6rCDwF2jpVuT9PD,,,,,42.2904,-71.0712,anonymous,EN,Male,Yes,26,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-18 02:18:31,2025-04-18 02:24:53,IP Address,76.127.211.38,100,382,True,2025-04-18 02:24:54,R_7I07d9VlkGdDZKa,,,,,42.2904,-71.0712,anonymous,EN,Male,Yes,24,At least once a year,Less than 10 minutes away,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,"Pool table,Card games,Karaoke available,Darts,Friendly staff,Easy to socialize with other customers,Loyalty program (e.g., personalized rewards, discounts, etc.),Easy to network with other professionals",,1,2,3,4,5,6,7,8,"Not having someone to go with,Difficult to talk to others in the taproom,Poor customer service,No rewards program,No music,No food","Being introduced by someone else,Good music playing,Joining a game,Playing competitive trivia,Friendliness of staff,Group activities to do with others present","Friendliness of staff,Games available,Easy to socialize with others,Variety of food options,Outdoor seating,Live music,Happy hour specials,Large TV screens for sports games","To attend special events (e.g., festivals, themed nights)",,Important – I prefer a familiar experience,Extremely likely,Extremely likely,Extremely likely,Extremely likely,Extremely likely,Extremely likely,"Maybe, if the event aligns with my interests",none,Yes; I have attended before,Excellent,"Atmosphere and venue ambiance,Quality of live music performances,Variety of performers,High quality of drinks,High quality of food,Social experience and opportunity to meet new people,Special promotions or discounts during the event,Convenience of location,Convenience of timing,Being a fan of the band or specific artists performing",,,,,,Extremely Important,Rarely,Neutral,"Pre-packaged Snacks (e.g., chips, nuts),Warm-prepared Snacks (e.g., popcorn, soft pretzels),Sweets (e.g., candies, cookies, chocolate),Cold Bites (e.g., cheese, cured meats)",Maybe,Yes,A little,Very interested,Very satisfied,Custom Function
